Batch_ID,Product,Manufacturing_Line,Batch_Date,Year,Operator_Team,Temperature_C,Humidity_Percent,Mixing_Speed_RPM,Mixing_Time_Minutes,Production_Time_Hours,API_Assay_Percent,pH,Viscosity_cP,Dissolution_30min_Percent,Yield_Percent,Batch_Status,Failure_Flag,Deviation_Flag,Deviation_Rate_Flag,Deviation_Type,Deviation_Severity
B001820,COX-2 Inhibitor,Line 2,12-May-2025,2025,Team B,22.42,43.99,346.00,44.00,7.60,99.20,6.60,128.00,86.43,92.82,Pass,0,No,0,None,None
B001292,COX-2 Inhibitor,Line 1,02-Mar-2025,2025,Team A,22.34,41.65,365.00,31.00,7.69,99.22,6.69,116.80,93.08,92.83,Pass,0,No,0,None,None
B002991,AED,Line 1,24-Aug-2025,2025,Team C,22.80,35.75,300.00,41.70,6.77,99.30,6.65,121.30,91.78,96.06,Pass,0,No,0,None,None
B002302,COX-2 Inhibitor,Line 2,23-Aug-2024,2024,Team C,22.22,32.24,328.00,46.90,5.99,99.38,6.47,120.80,89.78,92.84,Pass,0,No,0,None,None
B001428,Antidepressant,Line 1,19-Mar-2025,2025,Team C,20.62,39.94,344.00,39.80,6.57,100.06,6.64,107.80,85.81,96.05,Pass,0,No,0,None,None
B000837,COX-2 Inhibitor,Line 3,19-Aug-2025,2025,Team A,20.46,45.76,344.00,41.60,7.09,99.17,6.73,113.00,89.94,92.85,Pass,0,No,0,None,None
B000511,Antidepressant,Line 3,03-Feb-2024,2024,Team C,21.91,42.67,317.00,44.90,7.16,99.39,6.63,138.10,85.33,96.04,Pass,0,No,0,None,None
B001165,Antidepressant,Line 2,15-Aug-2024,2024,Team C,19.92,38.00,312.00,46.60,7.64,99.34,6.58,118.40,85.09,96.04,Pass,0,No,0,None,None
B002343,COX-2 Inhibitor,Line 3,28-Jan-2024,2024,Team B,22.19,40.24,344.00,42.90,5.86,99.07,6.64,125.40,86.71,92.85,Pass,0,No,0,None,None
B001202,COX-2 Inhibitor,Line 3,25-May-2024,2024,Team A,21.12,50.57,361.00,33.80,6.63,99.15,,123.40,90.98,92.86,Pass,0,No,0,None,None
B000698,COX-2 Inhibitor,Line 1,06-Jun-2024,2024,Team B,21.78,36.70,304.00,31.50,6.97,99.58,6.70,114.70,88.58,92.87,Pass,0,No,0,None,None
B001940,Antidepressant,Line 1,20-Sep-2024,2024,Team C,21.15,42.15,341.00,41.20,7.67,99.89,6.96,122.30,88.05,96.03,Pass,0,Yes,1,Environmental,Minor
B002553,COX-2 Inhibitor,Line 2,05-Jan-2025,2025,Team A,21.47,42.30,329.00,39.80,6.31,99.32,6.74,118.20,87.01,92.87,Pass,0,No,0,None,None
B001996,COX-2 Inhibitor,Line 1,30-Oct-2025,2025,Team B,20.60,41.36,324.00,30.80,6.13,99.19,6.53,104.00,90.84,92.88,Pass,0,No,0,None,None
B002608,Antidepressant,Line 2,04-Jun-2024,2024,Team B,21.63,42.68,314.00,42.00,7.30,99.69,6.87,128.70,88.72,96.01,Pass,0,No,0,None,None
B000112,Antidepressant,Line 1,03-Nov-2025,2025,Team A,20.85,42.51,299.00,44.70,6.86,98.90,6.78,124.80,83.65,96.00,Pass,0,No,0,None,None
B001953,COX-2 Inhibitor,Line 1,09-Jan-2025,2025,Team C,22.69,43.95,366.00,36.00,5.82,99.82,6.91,118.70,88.93,92.89,Pass,0,No,0,None,None
B001054,Antidepressant,Line 2,09-Oct-2024,2024,Team B,22.40,33.92,352.00,42.20,6.98,99.34,6.72,143.70,84.38,96.00,Pass,0,No,0,None,None
B002318,COX-2 Inhibitor,Line 3,16-Feb-2025,2025,Team A,22.41,44.99,323.00,36.40,7.27,98.96,6.88,127.10,88.39,92.91,Pass,0,No,0,None,None
B000638,COX-2 Inhibitor,Line 1,12-Dec-2025,2025,Team B,22.49,44.66,368.00,26.40,5.80,99.18,6.79,104.30,88.88,92.92,Pass,0,No,0,None,None
B000923,COX-2 Inhibitor,Line 2,28-Jul-2024,2024,Team A,21.57,41.90,373.00,45.60,7.01,99.28,6.66,139.20,87.19,92.92,Pass,0,No,0,None,None
B002809,Antidepressant,Line 1,02-Sep-2024,2024,Team A,22.73,43.92,323.00,45.80,7.06,98.63,6.96,140.10,85.29,95.98,Pass,0,No,0,None,None
B000201,COX-2 Inhibitor,Line 3,27-Jan-2024,2024,Team C,23.05,42.27,359.00,45.10,7.10,98.59,6.64,137.20,83.98,92.95,Pass,0,No,0,None,None
B000772,COX-2 Inhibitor,Line 3,19-Sep-2024,2024,Team D,22.36,47.27,316.00,32.10,6.23,99.35,6.70,118.50,93.51,92.98,Pass,0,No,0,None,None
B001525,COX-2 Inhibitor,Line 3,02-Jul-2025,2025,Team C,21.75,43.88,373.00,44.00,6.39,99.44,6.86,132.60,91.47,92.98,Pass,0,No,0,None,None
B002857,COX-2 Inhibitor,Line 2,26-Aug-2025,2025,Team B,22.52,41.72,336.00,35.10,7.68,98.92,6.57,111.20,88.41,92.98,Pass,0,No,0,None,None
B000049,COX-2 Inhibitor,Line 3,01-Aug-2024,2024,Team A,21.37,36.18,323.00,33.10,7.18,98.78,6.62,115.20,89.85,92.99,Pass,0,No,0,None,None
B002113,Antidepressant,Line 3,12-Sep-2024,2024,Team B,21.40,45.62,357.00,45.30,7.27,98.53,6.97,122.60,85.20,95.96,Pass,0,No,0,None,None
B000644,Antidepressant,Line 1,26-Feb-2025,2025,Team B,,35.87,326.00,43.00,7.58,99.04,6.81,141.30,86.52,95.95,Pass,0,No,0,None,None
B000816,AED,Line 2,28-Aug-2025,2025,Team A,22.35,44.89,302.00,44.80,7.67,99.37,6.85,130.10,84.32,95.95,Pass,0,No,0,None,None
B002550,GLP-1 Agonist,Line 2,08-May-2025,2025,Team C,21.71,47.29,311.00,44.20,7.24,99.10,6.98,123.50,86.31,95.95,Pass,0,No,0,None,None
B000677,AED,Line 1,03-Sep-2024,2024,Team B,21.66,40.68,303.00,49.00,7.00,99.62,6.83,133.70,85.03,95.94,Pass,0,No,0,None,None
B001247,COX-2 Inhibitor,Line 3,09-Oct-2025,2025,Team A,21.71,34.38,324.00,50.40,8.02,99.37,6.43,119.60,88.66,93.01,Pass,0,No,0,None,None
B002836,COX-2 Inhibitor,Line 1,09-Jun-2024,2024,Team D,21.72,47.92,311.00,25.60,5.39,99.01,6.61,124.50,93.01,93.01,Pass,0,No,0,None,None
B002362,Antidepressant,Line 1,09-Apr-2024,2024,Team B,22.81,25.88,341.00,43.80,7.42,99.47,6.59,127.30,86.37,95.93,Pass,0,Yes,1,Equipment,Major
B002714,Antidepressant,Line 3,06-Oct-2025,2025,Team C,21.38,33.81,329.00,50.00,6.94,99.36,6.65,144.30,82.78,95.92,Pass,0,No,0,None,None
B000795,Antidepressant,Line 2,13-May-2024,2024,Team B,22.43,44.29,313.00,37.80,7.93,98.69,6.87,128.10,90.56,95.91,Pass,0,No,0,None,None
B002432,COX-2 Inhibitor,Line 2,20-Jan-2024,2024,Team A,23.42,47.38,363.00,32.40,5.85,98.98,6.73,116.10,87.94,93.02,Pass,0,Yes,1,Material,Major
B002466,COX-2 Inhibitor,Line 3,03-Oct-2024,2024,Team A,22.80,35.87,348.00,31.50,6.89,99.62,6.58,115.30,88.40,93.02,Pass,0,No,0,None,None
B001493,COX-2 Inhibitor,Line 3,19-Dec-2024,2024,Team B,22.06,37.22,334.00,25.10,7.08,98.85,6.53,113.80,93.05,93.04,Pass,0,Yes,1,Environmental,Minor
B000163,Antidepressant,Line 1,14-May-2025,2025,Team A,20.99,44.07,314.00,51.90,6.96,98.93,6.86,130.30,88.47,95.90,Pass,0,No,0,None,None
B001843,Antidepressant,Line 1,12-Jan-2024,2024,Team A,21.83,42.07,297.00,35.20,6.53,99.41,6.95,112.20,89.56,95.90,Pass,0,No,0,None,None
B001903,AED,Line 1,09-Mar-2025,2025,Team C,22.34,35.59,303.00,41.10,7.57,99.09,6.77,,87.46,95.90,Pass,0,No,0,None,None
B001980,Antidepressant,Line 3,02-Jun-2025,2025,Team A,22.26,41.44,285.00,49.10,8.06,98.62,6.79,116.80,85.43,95.90,Pass,0,No,0,None,None
B002405,AED,Line 2,29-Dec-2024,2024,Team D,21.47,47.39,324.00,44.50,6.52,98.73,6.98,133.40,88.84,95.90,Pass,0,No,0,None,None
B001694,COX-2 Inhibitor,Line 3,03-Apr-2025,2025,Team A,21.91,37.72,341.00,43.90,7.26,99.40,6.45,145.00,82.18,93.04,Pass,0,No,0,None,None
B000775,Antidepressant,Line 3,22-Sep-2024,2024,Team A,21.06,36.02,294.00,37.60,7.12,99.20,6.76,123.50,91.18,95.89,Failed,1,No,0,None,None
B001097,Antidepressant,Line 2,04-Aug-2024,2024,Team A,21.57,38.82,301.00,44.10,6.42,99.09,6.80,127.70,92.48,95.89,Pass,0,No,0,None,None
B001729,Antidepressant,Line 2,04-Oct-2024,2024,Team B,21.11,46.27,302.00,34.80,7.41,99.71,6.82,116.50,91.50,95.89,Pass,0,No,0,None,None
B000495,AED,Line 1,19-Sep-2025,2025,Team C,22.86,33.43,306.00,44.80,7.87,98.97,6.88,138.10,83.85,95.88,Pass,0,No,0,None,None
B002010,COX-2 Inhibitor,Line 2,12-May-2025,2025,Team D,23.35,34.21,342.00,32.10,5.85,99.49,6.31,130.50,90.73,93.04,Pass,0,No,0,None,None
B002297,COX-2 Inhibitor,Line 3,30-Oct-2024,2024,Team B,22.01,43.67,356.00,43.40,8.02,99.30,6.69,101.50,87.02,93.04,Pass,0,Yes,1,Documentation,Minor
B001700,COX-2 Inhibitor,Line 3,07-Feb-2024,2024,Team D,22.19,42.22,323.00,41.20,7.18,99.26,6.68,130.90,84.15,93.05,Pass,0,No,0,None,None
B002611,AED,Line 1,27-May-2024,2024,Team D,21.03,51.34,350.00,44.80,7.18,98.76,7.04,122.10,88.67,95.88,Pass,0,No,0,None,None
B002823,Antidepressant,Line 3,14-Jul-2024,2024,Team B,23.39,36.54,337.00,42.70,8.49,98.63,6.72,137.20,87.47,95.88,Pass,0,No,0,None,None
B001114,AED,Line 2,25-Feb-2025,2025,Team D,,35.15,327.00,45.20,7.61,,6.86,116.90,89.58,95.87,Pass,0,No,0,None,None
B002196,AED,Line 3,19-Apr-2025,2025,Team B,23.18,37.73,319.00,41.10,7.51,99.42,6.72,124.50,85.99,95.87,Pass,0,No,0,None,None
B001884,COX-2 Inhibitor,Line 2,12-Aug-2024,2024,Team B,23.03,44.56,281.00,41.20,7.20,98.75,6.63,113.10,89.41,93.05,Pass,0,No,0,None,None
B002490,COX-2 Inhibitor,Line 3,18-Feb-2025,2025,Team B,23.50,39.03,323.00,41.20,7.28,99.26,6.85,127.50,87.25,93.06,Pass,0,No,0,None,None
B000338,COX-2 Inhibitor,Line 3,07-Apr-2025,2025,Team B,22.48,43.71,332.00,33.70,6.06,99.06,6.69,106.60,89.15,93.10,Pass,0,No,0,None,None
B000875,COX-2 Inhibitor,Line 3,19-Jul-2025,2025,Team D,22.09,41.57,345.00,38.90,7.20,98.99,6.67,120.80,89.00,93.10,Pass,0,No,0,None,None
B001304,Antidepressant,Line 2,15-Jan-2025,2025,Team D,21.62,43.82,320.00,38.20,6.84,98.65,6.60,126.90,91.22,95.84,Pass,0,No,0,None,None
B002981,COX-2 Inhibitor,Line 2,26-Apr-2024,2024,Team A,22.33,43.03,372.00,33.20,6.97,99.37,6.66,118.80,90.06,93.10,Pass,0,No,0,None,None
B000991,COX-2 Inhibitor,Line 3,28-Mar-2024,2024,Team A,22.41,47.48,365.00,27.60,6.28,98.84,6.75,116.50,89.85,93.11,Pass,0,No,0,None,None
B002965,Antidepressant,Line 3,25-Aug-2024,2024,Team A,22.67,37.43,332.00,37.60,6.84,99.10,6.62,141.10,88.39,95.84,Pass,0,No,0,None,None
B000814,COX-2 Inhibitor,Line 1,28-Mar-2025,2025,Team D,22.58,46.99,362.00,42.00,7.83,98.92,6.71,134.70,88.61,93.13,Pass,0,Yes,1,Material,Minor
B001897,COX-2 Inhibitor,Line 1,04-Aug-2024,2024,Team D,21.41,44.24,296.00,44.20,6.98,98.69,6.82,119.40,89.27,93.14,Pass,0,No,0,None,None
B000376,Antidepressant,Line 2,07-May-2025,2025,Team B,22.35,38.90,310.00,45.40,6.47,98.76,6.93,124.00,87.46,95.83,Pass,0,No,0,None,None
B001211,COX-2 Inhibitor,Line 3,30-Dec-2024,2024,Team A,22.63,46.96,316.00,48.50,7.30,99.10,6.62,115.80,88.00,93.15,Pass,0,No,0,None,None
B002450,COX-2 Inhibitor,Line 2,05-Jan-2025,2025,Team C,22.61,39.79,359.00,38.80,7.28,99.07,6.64,108.50,94.10,93.15,Pass,0,No,0,None,None
B002566,GLP-1 Agonist,Line 1,01-Dec-2025,2025,Team A,21.99,45.75,321.00,47.30,7.22,,7.02,139.70,88.53,95.83,Pass,0,No,0,None,None
B001901,COX-2 Inhibitor,Line 2,22-Dec-2025,2025,Team D,23.44,42.71,315.00,34.40,6.52,98.99,6.68,125.00,90.19,93.17,Pass,0,No,0,None,None
B002894,COX-2 Inhibitor,Line 3,08-Feb-2024,2024,Team C,22.55,45.39,325.00,45.90,7.03,98.84,6.98,131.80,84.78,93.17,Pass,0,No,0,None,None
B001029,COX-2 Inhibitor,Line 2,11-Jun-2024,2024,Team A,22.29,40.25,340.00,34.30,6.92,,6.77,107.10,90.05,93.18,Pass,0,No,0,None,None
B002273,COX-2 Inhibitor,Line 3,19-Apr-2025,2025,Team C,24.77,49.48,334.00,40.70,6.13,98.71,6.89,128.40,88.20,93.18,Pass,0,No,0,None,None
B001726,Antidepressant,Line 1,20-Dec-2024,2024,Team A,20.48,30.78,299.00,45.80,6.74,99.70,6.69,118.70,87.21,95.81,Pass,0,No,0,None,None
B000930,COX-2 Inhibitor,Line 3,27-Apr-2024,2024,Team C,22.54,40.57,357.00,27.00,6.72,98.75,6.76,102.10,91.41,93.20,Pass,0,No,0,None,None
B002804,COX-2 Inhibitor,Line 2,20-Oct-2025,2025,Team B,21.86,36.19,301.00,38.20,6.13,99.50,6.72,,88.67,93.21,Failed,1,No,0,None,None
B000976,COX-2 Inhibitor,Line 1,23-Nov-2025,2025,Team C,21.59,44.66,341.00,45.50,6.87,99.72,6.61,120.50,87.76,93.22,Pass,0,No,0,None,None
B001215,Antidepressant,Line 2,27-Nov-2025,2025,Team A,22.62,46.43,325.00,42.70,6.79,99.39,6.88,122.40,87.42,95.80,Pass,0,No,0,None,None
B001899,Antidepressant,Line 3,27-Aug-2024,2024,Team D,21.09,46.89,349.00,42.50,8.04,98.95,7.02,121.90,91.16,95.80,Pass,0,No,0,None,None
B001174,COX-2 Inhibitor,Line 1,17-Nov-2025,2025,Team A,23.31,35.29,342.00,48.50,6.67,99.39,6.70,119.00,86.96,93.23,Pass,0,No,0,None,None
B000812,Antidepressant,Line 1,17-May-2024,2024,Team C,22.49,34.80,310.00,48.40,7.94,99.43,6.30,116.80,84.40,95.79,Pass,0,No,0,None,None
B002293,COX-2 Inhibitor,Line 3,08-Apr-2025,2025,Team A,22.18,45.67,356.00,42.80,7.16,99.31,6.73,127.60,88.34,93.23,Pass,0,No,0,None,None
B001978,AED,Line 1,07-Aug-2025,2025,Team A,22.49,49.79,326.00,47.70,6.21,99.17,6.90,121.10,86.08,95.78,Pass,0,Yes,1,Process,Minor
B002133,AED,Line 1,07-May-2025,2025,Team D,21.55,45.81,310.00,44.70,7.04,98.33,6.84,132.30,83.98,95.78,Pass,0,No,0,None,None
B002254,COX-2 Inhibitor,Line 3,09-Aug-2024,2024,Team B,22.68,38.97,323.00,44.00,7.76,99.58,6.43,125.20,85.87,93.24,Pass,0,No,0,None,None
B001342,AED,Line 1,06-Dec-2025,2025,Team B,21.74,47.08,307.00,42.60,7.13,98.70,7.13,136.80,86.49,95.77,Pass,0,No,0,None,None
B002257,AED,Line 2,05-Jul-2024,2024,Team D,21.80,42.72,313.00,44.70,6.49,98.63,6.63,113.70,88.89,95.77,Pass,0,No,0,None,None
B000484,GLP-1 Agonist,Line 2,30-Nov-2024,2024,Team A,21.82,46.36,279.00,47.50,7.50,98.76,7.07,150.30,90.43,95.76,Pass,0,No,0,None,None
B000735,Antidepressant,Line 1,25-Oct-2025,2025,Team A,21.83,40.64,320.00,45.10,6.84,99.55,6.84,131.20,85.93,95.76,Pass,0,No,0,None,None
B001932,COX-2 Inhibitor,Line 2,03-Jan-2025,2025,Team C,23.37,44.08,348.00,31.60,6.04,98.70,6.87,112.40,87.69,93.26,Pass,0,No,0,None,None
B001386,Antidepressant,Line 3,24-Mar-2024,2024,Team D,20.42,36.95,326.00,43.50,7.50,99.38,6.71,136.50,88.26,95.76,Pass,0,No,0,None,None
B002642,COX-2 Inhibitor,Line 3,07-Oct-2024,2024,Team A,22.75,42.36,352.00,41.10,6.61,99.46,6.62,115.40,87.17,93.26,Pass,0,No,0,None,None
B001410,COX-2 Inhibitor,Line 1,07-Aug-2024,2024,Team B,21.83,38.19,358.00,29.70,6.38,99.66,6.55,117.30,88.23,93.28,Pass,0,No,0,None,None
B001420,AED,Line 2,03-Dec-2025,2025,Team A,21.68,39.72,307.00,44.50,7.42,98.85,6.87,132.10,84.56,95.75,Pass,0,No,0,None,None
B001673,COX-2 Inhibitor,Line 1,06-Aug-2024,2024,Team B,23.28,50.93,337.00,32.50,6.48,98.86,6.57,117.60,,93.28,Pass,0,No,0,None,None
B000023,AED,Line 2,27-May-2025,2025,Team D,22.12,45.62,288.00,44.70,7.87,99.16,6.92,126.30,84.72,95.74,Pass,0,No,0,None,None
B000281,Antidepressant,Line 2,05-Mar-2024,2024,Team C,22.62,38.57,317.00,40.90,7.78,99.35,6.75,140.30,85.75,95.74,Pass,0,No,0,None,None
B000245,COX-2 Inhibitor,Line 1,28-Nov-2024,2024,Team A,23.07,32.58,362.00,36.10,6.92,98.82,6.42,130.60,91.98,93.29,Pass,0,No,0,None,None
B000917,Antidepressant,Line 2,02-Nov-2024,2024,Team D,22.27,52.34,321.00,38.80,6.77,98.76,6.94,129.00,87.31,95.73,Pass,0,No,0,None,None
B000329,COX-2 Inhibitor,Line 2,13-Dec-2024,2024,Team B,22.45,46.61,348.00,42.70,5.87,99.06,6.70,116.00,89.91,93.29,Pass,0,No,0,None,None
B000906,COX-2 Inhibitor,Line 2,10-Oct-2025,2025,Team B,22.80,43.65,327.00,34.90,6.42,99.30,6.65,120.40,86.24,93.29,Pass,0,No,0,None,None
B002031,Antidepressant,Line 1,08-Jan-2024,2024,Team D,22.18,48.72,342.00,44.70,7.38,98.36,6.74,123.00,85.85,95.73,Pass,0,No,0,None,None
B002408,GLP-1 Agonist,Line 1,08-Sep-2024,2024,Team D,21.05,42.01,305.00,51.60,8.50,98.71,6.93,130.70,83.00,95.73,Pass,0,No,0,None,None
B002773,AED,Line 1,01-Jun-2025,2025,Team B,21.62,,323.00,43.40,7.14,99.08,6.91,133.10,86.22,95.73,Pass,0,No,0,None,None
B002844,Antidepressant,Line 2,30-Jun-2025,2025,Team A,22.13,44.16,324.00,37.50,6.96,98.80,6.86,129.00,88.12,95.73,Pass,0,No,0,None,None
B000055,COX-2 Inhibitor,Line 2,19-May-2025,2025,Team C,23.47,47.73,335.00,44.50,7.15,99.07,6.69,130.30,87.82,93.30,Pass,0,No,0,None,None
B000659,COX-2 Inhibitor,Line 3,25-Feb-2025,2025,Team A,21.88,44.13,322.00,44.80,7.22,98.82,6.74,128.70,,93.30,Pass,0,No,0,None,None
B001963,COX-2 Inhibitor,Line 2,30-Aug-2025,2025,Team A,22.45,49.90,338.00,44.60,7.74,,6.88,,88.42,93.30,Pass,0,No,0,None,None
B000628,Antidepressant,Line 3,02-Jul-2024,2024,Team A,21.84,49.24,301.00,36.40,7.30,98.92,7.01,,87.82,95.71,Pass,0,No,0,None,None
B000988,Antidepressant,Line 2,23-Sep-2025,2025,Team A,22.47,42.01,317.00,37.70,7.09,99.44,6.86,116.30,89.46,95.71,Pass,0,No,0,None,None
B000745,GLP-1 Agonist,Line 1,31-Dec-2025,2025,Team B,21.37,45.39,296.00,44.40,8.47,98.97,7.01,109.00,87.24,95.70,Pass,0,No,0,None,None
B001581,AED,Line 3,18-Dec-2025,2025,Team B,22.10,39.79,304.00,47.90,7.79,99.21,6.82,129.60,82.92,95.70,Pass,0,No,0,None,None
B002573,COX-2 Inhibitor,Line 2,20-Jun-2024,2024,Team B,21.69,45.35,336.00,44.10,6.26,98.67,6.76,111.50,87.26,93.30,Pass,0,No,0,None,None
B000597,COX-2 Inhibitor,Line 3,03-Feb-2024,2024,Team D,22.70,48.92,350.00,32.30,7.09,99.12,6.77,119.50,88.28,93.31,Pass,0,No,0,None,None
B000669,GLP-1 Agonist,Line 2,31-Aug-2024,2024,Team D,21.24,39.79,308.00,53.60,7.61,98.78,6.83,146.40,85.38,95.69,Pass,0,No,0,None,None
B000706,COX-2 Inhibitor,Line 1,28-Feb-2025,2025,Team D,23.02,43.81,349.00,39.20,7.47,99.26,6.90,114.20,86.03,93.32,Pass,0,No,0,None,None
B002912,Antidepressant,Line 1,29-Sep-2024,2024,Team C,23.22,44.75,357.00,39.80,6.73,99.11,6.87,,91.32,95.69,Pass,0,No,0,None,None
B001466,COX-2 Inhibitor,Line 1,06-Nov-2025,2025,Team D,22.79,37.75,380.00,28.50,6.80,99.06,6.85,114.40,90.94,93.32,Pass,0,No,0,None,None
B001605,Antidepressant,Line 3,17-Nov-2025,2025,Team B,22.40,42.18,301.00,41.90,7.49,99.08,6.84,127.30,86.70,95.68,Pass,0,No,0,None,None
B002822,COX-2 Inhibitor,Line 3,26-Sep-2024,2024,Team D,22.28,48.08,349.00,38.30,7.19,98.83,6.83,114.30,85.47,93.32,Pass,0,No,0,None,None
B001190,COX-2 Inhibitor,Line 2,02-Feb-2024,2024,Team D,21.72,37.58,338.00,38.80,6.92,98.94,6.61,114.70,85.57,93.33,Pass,0,No,0,None,None
B001512,Antidepressant,Line 2,26-May-2024,2024,Team A,22.94,38.30,338.00,44.50,6.44,99.86,6.69,136.60,89.04,95.66,Pass,0,No,0,None,None
B001662,COX-2 Inhibitor,Line 3,20-May-2024,2024,Team B,21.89,39.25,337.00,44.60,7.07,99.68,6.81,115.60,89.97,93.33,Pass,0,No,0,None,None
B001862,AED,Line 3,06-Jan-2024,2024,Team A,22.42,43.08,334.00,53.90,6.80,99.25,6.87,141.40,87.50,95.66,Pass,0,No,0,None,None
B000828,Antidepressant,Line 1,30-Sep-2025,2025,Team D,22.17,38.52,308.00,48.80,6.41,99.16,6.69,133.20,85.81,95.65,Pass,0,No,0,None,None
B002973,Antidepressant,Line 2,02-Jan-2025,2025,Team B,21.59,39.84,324.00,44.80,6.76,99.37,6.93,138.10,81.94,95.65,Pass,0,No,0,None,None
B000929,COX-2 Inhibitor,Line 1,23-Dec-2024,2024,Team A,22.84,47.99,346.00,42.10,6.83,99.22,6.79,129.90,88.05,93.34,Pass,0,No,0,None,None
B001299,COX-2 Inhibitor,Line 2,16-Oct-2025,2025,Team A,21.18,34.95,362.00,30.90,6.82,99.52,6.85,100.80,91.62,93.35,Pass,0,No,0,None,None
B000475,Antidepressant,Line 2,01-Jan-2024,2024,Team D,23.76,37.71,329.00,45.00,7.37,99.36,6.70,118.70,88.48,95.64,Pass,0,No,0,None,None
B002192,COX-2 Inhibitor,Line 3,18-Jul-2025,2025,Team B,22.40,49.40,363.00,31.20,6.66,98.62,6.93,107.30,86.71,93.35,Pass,0,No,0,None,None
B000890,COX-2 Inhibitor,Line 1,12-Mar-2025,2025,Team A,23.53,41.76,326.00,40.90,6.25,98.78,6.89,118.50,90.20,93.36,Pass,0,No,0,None,None
B001303,COX-2 Inhibitor,Line 3,09-Jun-2024,2024,Team C,22.66,48.23,363.00,41.60,7.11,98.87,6.69,118.40,87.71,93.36,Pass,0,No,0,None,None
B002987,Antidepressant,Line 1,29-Jul-2025,2025,Team A,22.40,43.22,331.00,41.20,6.90,98.73,6.76,119.20,90.76,95.63,Pass,0,No,0,None,None
B000415,Antidepressant,Line 1,30-Apr-2025,2025,Team A,21.65,40.60,286.00,39.10,7.17,98.98,6.77,126.60,89.72,95.62,Pass,0,No,0,None,None
B002102,Antidepressant,Line 1,20-Mar-2025,2025,Team D,21.92,46.94,310.00,41.40,7.37,98.74,6.92,134.10,86.37,95.62,Pass,0,No,0,None,None
B000781,Antidepressant,Line 1,27-Feb-2024,2024,Team B,22.69,43.21,331.00,44.20,6.67,99.17,6.84,117.10,87.59,95.61,Pass,0,No,0,None,None
B001163,AED,Line 3,21-May-2025,2025,Team D,22.40,40.16,308.00,41.80,7.37,98.88,6.72,118.60,85.62,95.61,Pass,0,No,0,None,None
B000568,Antidepressant,Line 2,12-Jun-2024,2024,Team A,21.06,43.93,310.00,43.90,6.95,99.03,6.70,126.90,84.02,95.60,Pass,0,No,0,None,None
B001170,Antidepressant,Line 2,02-Apr-2024,2024,Team B,20.68,45.46,313.00,45.40,7.75,98.93,6.90,125.80,86.37,95.60,Pass,0,No,0,None,None
B001374,AED,Line 1,30-Sep-2024,2024,Team D,20.49,45.03,295.00,49.70,7.40,98.49,7.04,121.80,84.26,95.60,Pass,0,No,0,None,None
B002064,Antidepressant,Line 1,28-Jan-2024,2024,Team A,21.80,40.63,319.00,38.70,6.67,99.05,6.80,124.20,88.87,95.60,Pass,0,No,0,None,None
B001799,COX-2 Inhibitor,Line 3,08-Oct-2025,2025,Team C,22.26,39.11,347.00,42.10,6.23,99.14,6.53,111.40,86.94,93.36,Pass,0,No,0,None,None
B002430,COX-2 Inhibitor,Line 2,03-Jan-2024,2024,Team D,21.95,50.99,334.00,36.80,6.51,99.19,6.90,115.20,89.92,93.37,Pass,0,No,0,None,None
B001307,COX-2 Inhibitor,Line 2,14-Jan-2025,2025,Team C,23.30,40.70,333.00,29.80,5.65,99.57,,121.00,91.94,93.38,Pass,0,No,0,None,None
B000019,AED,Line 1,23-Jan-2024,2024,Team A,22.06,,318.00,42.00,6.23,98.92,6.93,126.60,87.33,95.57,Pass,0,No,0,None,None
B001230,Antidepressant,Line 1,02-Apr-2024,2024,Team D,21.85,42.33,337.00,44.70,7.07,98.87,6.86,140.70,83.98,95.57,Pass,0,No,0,None,None
B000389,Antidepressant,Line 2,14-Oct-2024,2024,Team D,21.73,48.62,277.00,43.70,7.84,98.84,6.93,129.00,82.51,95.56,Pass,0,No,0,None,None
B001880,COX-2 Inhibitor,Line 2,05-May-2024,2024,Team B,23.33,37.75,347.00,27.10,6.12,99.24,6.51,105.30,89.08,93.38,Pass,0,No,0,None,None
B001184,Antidepressant,Line 2,17-Feb-2024,2024,Team C,20.40,30.42,316.00,40.70,6.90,99.34,6.79,126.40,84.78,95.56,Pass,0,No,0,None,None
B001473,Antidepressant,Line 2,21-Dec-2025,2025,Team A,21.96,39.27,306.00,40.20,6.14,98.94,6.87,128.90,88.28,95.56,Pass,0,No,0,None,None
B002726,COX-2 Inhibitor,Line 3,15-Sep-2025,2025,Team D,22.54,48.22,372.00,30.90,6.19,99.05,6.57,107.40,90.93,93.40,Pass,0,No,0,None,None
B002675,COX-2 Inhibitor,Line 2,24-Jul-2024,2024,Team D,21.16,37.70,344.00,44.30,7.04,99.26,6.72,133.60,92.28,93.41,Pass,0,No,0,None,None
B000699,COX-2 Inhibitor,Line 1,02-Feb-2024,2024,Team C,22.78,37.65,367.00,43.00,6.18,99.36,6.76,121.20,85.19,93.42,Pass,0,No,0,None,None
B001965,COX-2 Inhibitor,Line 1,23-Feb-2025,2025,Team C,23.75,49.01,359.00,50.30,7.02,99.15,6.82,111.10,86.19,93.42,Pass,0,No,0,None,None
B001019,Antidepressant,Line 1,18-Apr-2024,2024,Team D,22.17,46.20,304.00,38.60,6.66,98.88,6.90,121.20,89.15,95.55,Pass,0,No,0,None,None
